Name_Enc_Out,At,Af,Ac,Acsup,As,Indice_Cheios,cf0f,cf0c,cf0csup,cfs0,cfs,c0_Vento_For,CsCd,Pressao_troco_medio,FmW,FTW,L_lin_equiv,Ka,FmW_lin,FTW_lin
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.2232520996978744,1.0,0.9682054684259751,965.623640638395,1392.6322958862816,3126.2278827650666,0.1,0.8,103.80390107028582,233.0224933202418
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.3013732643978955,1.0,0.9682054684259751,747.1379313401004,2201.607751991406,4895.740869419304,0.1,0.8,176.38206286417187,392.2228530561523
Wind Load - 60,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1239.3225740790651,2205.7451062380055,5400.096684869534,0.1,0.8,258.6158654470973,633.142367042316
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1138.941596330059,2027.08714013601,4750.489149397281,0.1,0.8,237.6688465046918,556.9781654253658
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.991020715077216,1.0,0.9690881349037557,1045.397708912303,1077.0139076272476,2443.0816529039803,0.1,0.8,85.93731097984062,194.93886408328194
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.140101644776195,1.0,0.9690881349037557,965.623640638395,1356.7064652779895,3048.3979548628968,0.1,0.8,103.80390107028582,233.23807163004267
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.2195824853249744,1.0,0.9690881349037557,747.1379313401004,2147.06341579342,4778.833320672039,0.1,0.8,176.38206286417187,392.58294514449244
Wind Load - 75,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1239.3225740790651,2087.057720860153,5120.09958582307,0.1,0.8,258.6158654470973,634.4524985237263
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1138.941596330059,1918.0130354648006,4503.887541098351,0.1,0.8,237.6688465046918,558.0951416319728
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.8020582248519594,1.0,0.9709419774456862,1045.397708912303,1008.9718412628811,2293.21282871934,0.1,0.8,85.93731097984062,195.32016251112395
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.973800734932835,1.0,0.9709419774456862,965.623640638395,1284.8548040614048,2892.5580089044606,0.1,0.8,103.80390107028582,233.69084541480362
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.056000927179133,1.0,0.9709419774456862,747.1379313401004,2037.97474339745,4544.767301610363,0.1,0.8,176.38206286417187,393.33923763908933
Wind Load - 90,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.8750969897284104,1.0,0.9719166491179273,1239.3225740790651,2027.7140281712263,4979.914677537384,0.1,0.8,258.6158654470973,635.1413100128142
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.8750969897284104,1.0,0.9719166491179273,1138.941596330059,1863.475983129196,4380.427853427267,0.1,0.8,237.6688465046918,558.6824002812501
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.707576979739332,1.0,0.9719166491179273,1045.397708912303,974.950808080698,2218.1634146518836,0.1,0.8,85.93731097984062,195.52063302999585
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.890650280011155,1.0,0.9719166491179273,965.623640638395,1248.928973453113,2814.5432997430485,0.1,0.8,103.80390107028582,233.92889464064584
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,2.974210148106212,1.0,0.9719166491179273,747.1379313401004,1983.4304071994645,4427.602535273495,0.1,0.8,176.38206286417187,393.7368641115321
Wind Load - 105,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1239.3225740790651,2087.057720860153,5120.09958582307,0.1,0.8,258.6158654470973,634.4524985237263
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1138.941596330059,1918.0130354648006,4503.887541098351,0.1,0.8,237.6688465046918,558.0951416319728
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.8020582248519594,1.0,0.9709419774456862,1045.397708912303,1008.9718412628811,2293.21282871934,0.1,0.8,85.93731097984062,195.32016251112395
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.9738007349328353,1.0,0.9709419774456862,965.623640638395,1284.854804061405,2892.558008904461,0.1,0.8,103.80390107028582,233.69084541480362
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.056000927179133,1.0,0.9709419774456862,747.1379313401004,2037.97474339745,4544.767301610363,0.1,0.8,176.38206286417187,393.33923763908933
Wind Load - 120,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1239.3225740790651,2205.7451062380055,5400.096684869534,0.1,0.8,258.6158654470973,633.142367042316
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1138.941596330059,2027.08714013601,4750.489149397281,0.1,0.8,237.6688465046918,556.9781654253658
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.991020715077215,1.0,0.9690881349037557,1045.397708912303,1077.0139076272471,2443.0816529039794,0.1,0.8,85.93731097984062,194.93886408328194
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.1401016447761942,1.0,0.9690881349037557,965.623640638395,1356.706465277989,3048.3979548628954,0.1,0.8,103.80390107028582,233.23807163004267
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.2195824853249744,1.0,0.9690881349037557,747.1379313401004,2147.06341579342,4778.833320672039,0.1,0.8,176.38206286417187,392.58294514449244
Wind Load - 135,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.2116708257602675,1.0,0.9682054684259751,1239.3225740790651,2265.0887989269318,5539.918212823068,0.1,0.8,258.6158654470973,632.5185766642393
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.2116708257602675,1.0,0.9682054684259751,1138.941596330059,2081.624192471614,4873.639030617087,0.1,0.8,237.6688465046918,556.4463416961381
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,3.0855019601898435,1.0,0.9682054684259751,1045.397708912303,1111.0349408094307,2517.9073200864536,0.1,0.8,85.93731097984062,194.75731719746284
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.2232520996978744,1.0,0.9682054684259751,965.623640638395,1392.6322958862816,3126.2278827650666,0.1,0.8,103.80390107028582,233.0224933202418
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.3013732643978955,1.0,0.9682054684259751,747.1379313401004,2201.607751991406,4895.740869419304,0.1,0.8,176.38206286417187,392.2228530561523
Wind Load - 150,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1239.3225740790651,2205.7451062380055,5400.096684869534,0.1,0.8,258.6158654470973,633.142367042316
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1138.941596330059,2027.08714013601,4750.489149397281,0.1,0.8,237.6688465046918,556.9781654253658
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.991020715077215,1.0,0.9690881349037557,1045.397708912303,1077.0139076272471,2443.0816529039794,0.1,0.8,85.93731097984062,194.93886408328194
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.1401016447761942,1.0,0.9690881349037557,965.623640638395,1356.706465277989,3048.3979548628954,0.1,0.8,103.80390107028582,233.23807163004267
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.2195824853249744,1.0,0.9690881349037557,747.1379313401004,2147.06341579342,4778.833320672039,0.1,0.8,176.38206286417187,392.58294514449244
Wind Load - 165,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1239.3225740790651,2087.057720860153,5120.09958582307,0.1,0.8,258.6158654470973,634.4524985237263
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1138.941596330059,1918.0130354648006,4503.887541098351,0.1,0.8,237.6688465046918,558.0951416319728
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.8020582248519594,1.0,0.9709419774456862,1045.397708912303,1008.9718412628811,2293.21282871934,0.1,0.8,85.93731097984062,195.32016251112395
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.9738007349328353,1.0,0.9709419774456862,965.623640638395,1284.854804061405,2892.558008904461,0.1,0.8,103.80390107028582,233.69084541480362
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.056000927179133,1.0,0.9709419774456862,747.1379313401004,2037.97474339745,4544.767301610363,0.1,0.8,176.38206286417187,393.33923763908933
Wind Load - 180,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.8750969897284104,1.0,0.9719166491179273,1239.3225740790651,2027.7140281712263,4979.914677537384,0.1,0.8,258.6158654470973,635.1413100128142
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.8750969897284104,1.0,0.9719166491179273,1138.941596330059,1863.475983129196,4380.427853427267,0.1,0.8,237.6688465046918,558.6824002812501
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.707576979739332,1.0,0.9719166491179273,1045.397708912303,974.950808080698,2218.1634146518836,0.1,0.8,85.93731097984062,195.52063302999585
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.890650280011155,1.0,0.9719166491179273,965.623640638395,1248.928973453113,2814.5432997430485,0.1,0.8,103.80390107028582,233.92889464064584
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,2.974210148106212,1.0,0.9719166491179273,747.1379313401004,1983.4304071994645,4427.602535273495,0.1,0.8,176.38206286417187,393.7368641115321
Wind Load - 195,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1239.3225740790651,2087.057720860153,5120.09958582307,0.1,0.8,258.6158654470973,634.4524985237263
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,2.959240448736375,1.0,0.9709419774456862,1138.941596330059,1918.0130354648006,4503.887541098351,0.1,0.8,237.6688465046918,558.0951416319728
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.8020582248519594,1.0,0.9709419774456862,1045.397708912303,1008.9718412628811,2293.21282871934,0.1,0.8,85.93731097984062,195.32016251112395
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,2.9738007349328353,1.0,0.9709419774456862,965.623640638395,1284.854804061405,2892.558008904461,0.1,0.8,103.80390107028582,233.69084541480362
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.056000927179133,1.0,0.9709419774456862,747.1379313401004,2037.97474339745,4544.767301610363,0.1,0.8,176.38206286417187,393.33923763908933
Wind Load - 210,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1239.3225740790651,2205.7451062380055,5400.096684869534,0.1,0.8,258.6158654470973,633.142367042316
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1138.941596330059,2027.08714013601,4750.489149397281,0.1,0.8,237.6688465046918,556.9781654253658
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.991020715077216,1.0,0.9690881349037557,1045.397708912303,1077.0139076272476,2443.0816529039803,0.1,0.8,85.93731097984062,194.93886408328194
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.140101644776195,1.0,0.9690881349037557,965.623640638395,1356.7064652779895,3048.3979548628968,0.1,0.8,103.80390107028582,233.23807163004267
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.2195824853249744,1.0,0.9690881349037557,747.1379313401004,2147.06341579342,4778.833320672039,0.1,0.8,176.38206286417187,392.58294514449244
Wind Load - 225,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.2116708257602675,1.0,0.9682054684259751,1239.3225740790651,2265.0887989269318,5539.918212823068,0.1,0.8,258.6158654470973,632.5185766642393
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.2116708257602675,1.0,0.9682054684259751,1138.941596330059,2081.624192471614,4873.639030617087,0.1,0.8,237.6688465046918,556.4463416961381
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,3.0855019601898435,1.0,0.9682054684259751,1045.397708912303,1111.0349408094307,2517.9073200864536,0.1,0.8,85.93731097984062,194.75731719746284
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.2232520996978744,1.0,0.9682054684259751,965.623640638395,1392.6322958862816,3126.2278827650666,0.1,0.8,103.80390107028582,233.0224933202418
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.3013732643978955,1.0,0.9682054684259751,747.1379313401004,2201.607751991406,4895.740869419304,0.1,0.8,176.38206286417187,392.2228530561523
Wind Load - 240,,,,,,,,,,,,,,,,,,,,
Shaft 5,6.088499999999999,1.2959118868628563,0.0,0.0,1.2959118868628563,0.21284583836131338,2.8750969897284104,1.6732182671172249,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1239.3225740790651,2205.7451062380055,5400.096684869534,0.1,0.8,258.6158654470973,633.142367042316
Shaft 4,6.088500000000002,1.2959118868628567,0.0,0.0,1.2959118868628567,0.21284583836131335,2.8750969897284104,1.6732182671172247,1.3062629239817727,2.8750969897284104,3.127527366752304,1.0,0.9690881349037557,1138.941596330059,2027.08714013601,4750.489149397281,0.1,0.8,237.6688465046918,556.9781654253658
Shaft 3,3.0907499999999994,0.7843790303809988,0.0,0.0,0.7843790303809988,0.25378274864709177,2.707576979739332,1.5947509842875434,1.2960644742986616,2.707576979739332,2.991020715077216,1.0,0.9690881349037557,1045.397708912303,1077.0139076272476,2443.0816529039803,0.1,0.8,85.93731097984062,194.93886408328194
Shaft 2,4.8705,1.018919623843202,0.0,0.0,1.018919623843202,0.2092022633904531,2.890650280011155,1.6807098204562474,1.3073161513201088,2.890650280011155,3.140101644776195,1.0,0.9690881349037557,965.623640638395,1356.7064652779895,3048.3979548628968,0.1,0.8,103.80390107028582,233.23807163004267
Shaft 1,10.696000000000002,2.0325917491125076,0.0,0.0,2.0325917491125076,0.1900328860426802,2.974210148106212,1.7214905651612988,1.31326099495181,2.974210148106212,3.2195824853249744,1.0,0.9690881349037557,747.1379313401004,2147.06341579342,4778.833320672039,0.1,0.8,176.38206286417187,392.58294514449244
Wind Load - 255,,,,,,,,,,,,,,,,,,,,
